the_geom,Asset_ID,GI_ID,DEP_Contra,DEP_Cont_1,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,NYC_Waters,BBL,Secondary_,Community_,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Program_Ar,Status_Gro
POINT (-73.92695515167851 40.67121078764703),132432,11C,GK26W3-03,1,ROW,EDC 26W-003 (Fresh Creek) Phase 1,ROWB,Constructed (Full Maintenance),1004512.68,183825.04,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3013800018,0,308,36,55,20,5,100,Type A - Stone Columns,Quercus palustris,Pin Oak,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.92732301783761 40.73776472835325),141969,6302A,GQBB09-01,1,ROW,DDC BB Cluster (BB-009),ROWB,Constructed (Full Maintenance),1004390.516,208072.542,Queens,Combined,BB-009,Newtown Creek,4002100022,0,402,26,37,11,5,55,Standard,No Tree,N/A,GQBB09-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.73211545294726 40.66676573766614),184617,IB202B,GI-NYR,2,ROW,Idlewild,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1058566.1618,182310.7687,Queens,Non-combined,JAM-649,Jamaica Bay and Tributaries,4132470033,0,413,31,0,11,4,44,Standard,No Tree,N/A,GI-NYR-2,1,Right of Way (ROW),Constructed
POINT (-73.9129421451933 40.683097745763526),157157,175d,GKNC15-02,2,ROW,EDC NCB-015 (English Kills) Phase 2,ROWB,Constructed (Full Maintenance),1008395.59,188159.35,Brooklyn,Combined,NCB-015,Newtown Creek,3015070057,0,316,41,55,10,5,50,Standard,Gymnocladus dioicus,Kentucky Coffeetree,GKNC15-02,Phase-2-Stage-1,Right of Way (ROW),Constructed
POINT (-73.81281568737481 40.66902308228548),184554,IB3277a,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1036176.6979,183075.029,Queens,Combined,JAM-003a,Jamaica Bay and Tributaries,4118600040,0,410,28,0,16,4,64,Standard,No Tree,N/A,GCJA03-3B,3,Right of Way (ROW),Constructed
POINT (-73.90613462602953 40.66735933671348),118296,375d,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1010289.80659,182427.35043,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3037600001,0,316,41,55,15,4,60,Standard,Quercus palustris,Pin Oak,GK26W3-03,2,Right of Way (ROW),Constructed
POINT (-73.8851475433214 40.67221046834041),99583,1369a,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROWB,Constructed (Full Maintenance),1016109.65,184201.69,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3040150001,0,305,42,54,15,4.5,67.5,Type C - SW Chamber,No Tree,N/A,53320022-01,2,Right of Way (ROW),Constructed
POINT (-73.87457965559881 40.76461186318171),188155,IB598C,GQBB05-05,5,ROW,OGI BB-005 (GI-DCM-TOC) Phase 5,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1018992.94058,217870.33697,Queens,Combined,BB-005,East River / Open Waters,4011050032,0,403,21,0,13,4,52,Type C - SW Chamber,No Tree,N/A,BB05-02-A,1,Right of Way (ROW),Constructed
POINT (-73.87029274682223 40.68793531215559),112663,1122A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1020221.83,189936.45,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041090065,0,305,37,54,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,53320022-02,2,Right of Way (ROW),Constructed
POINT (-73.871911113417 40.67203888744116),135217,CYPR-34SRa,GK26W5-06-OS3,3,Onsite,Cypress Hills,Subsurface Storage,Constructed (Full Maintenance),1019781.476,184144.27,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3042920061,0,305,42,60,34.7,15.6,541.32,,,,,,Public Onsite,Constructed
POINT (-73.81013865323257 40.71413287403857),181375,IB447a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1036883.71,199511.41,Queens,Combined,TI-010,Flushing Creek,4097520008,0,408,24,24,10,4,40,Standard,No Tree,N/A,GCTI10-4B,Package-1,Right of Way (ROW),Constructed
POINT (-73.93842525314102 40.65406667308432),172868,IB4052E,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1001335.25884,177576.51417,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048620020,3048620018,317,40,58,11,5,55,Standard,No Tree,N/A,GKCI05-1A,3,Right of Way (ROW),Constructed
POINT (-73.95363406819494 40.69163619368194),183156,3-IB408f,GKNC14-07,3,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),997107.9962,191261.56,Brooklyn,Combined,NCB-014,East River / Open Waters,3017640001,0,303,33,57,13,5,65,Type A - Stone Columns,No Tree,N/A,GNCB14-2A,Package_3,Right of Way (ROW),Constructed
POINT (-73.99360002937476 40.735590674702074),149613,NSDN_1,GMNR23-01,GR,Onsite,The New School,Green Roof,Constructed,986023.64166,207272.1753,Manhattan,Combined,NR-023,East River / Open Waters,1005710001,0,102,2,66,0,0,"10,868",,,,,,Incentivized,Constructed
POINT (-73.8217329947962 40.6886790945466),94455,384A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWB,Constructed (Full Maintenance),1033688.38248,190231.10476,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095600001,0,410,29,24,13,5,65,Standard,Quercus phellos,Willow Oak,GCJA03-2A,Package-1,Right of Way (ROW),Constructed
POINT (-73.78263635508594 40.757595838127315),173744,IB1779A,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1044468.64,215364.01,Queens,Combined,TI-010,Flushing Creek,4055220001,0,411,19,26,14,4.5,63,Type C - SW Chamber,,,GCTI10-02,Package-3,Right of Way (ROW),Constructed
POINT (-73.93271911978258 40.66525154775717),175520,IB1037b,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1002915.42,181652.64,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3014190027,3014190030,309,35,43,15,4.5,67.5,Standard,No Tree,N/A,GKCI05-2A,1,Right of Way (ROW),Constructed
POINT (-73.81686460069591 40.67358359664208),184524,IB2293a,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1035050.019,184734.1763,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4117290037,0,410,28,0,11,4,44,Standard,No Tree,N/A,GCJA03-3B,2,Right of Way (ROW),Constructed
POINT (-73.90864798449823 40.648168918628),175122,IB6083D,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1009599.8507,175435.0131,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081270053,3081270054,318,42,58,17,4,68,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.86479798915705 40.67586890978267),175284,GS911c,GK26W5-06,3,ROW,EDC 26W-005 Phase 3,ROWGS,Constructed (Full Maintenance),1021752.48,185542.62,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3042400011,0,305,37,60,13,3.5,45.5,,No Tree,N/A,53320022-03,2,Right of Way (ROW),Constructed
POINT (-73.78430432877146 40.75335914398677),103105,1644D,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROWB,Constructed (Full Maintenance),1044010.34486,213819.30686,Queens,Combined,TI-010,Flushing Creek,4055520027,0,411,19,25,12,5.5,66,Standard,Acer rubrum,Red Maple,GCTI10-02,Package-2,Right of Way (ROW),Constructed
POINT (-73.82641742793066 40.74961214143595),147926,2164a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROWRG,Constructed (Full Maintenance),1032345.27,212428.23,Queens,Combined,TI-010,Flushing Creek,4051070200,0,407,20,25,10,4.5,45,,No Tree,N/A,GCTI10-4A,Package-2,Right of Way (ROW),Constructed
POINT (-73.90573325970398 40.73477617610735),182825,IB419A,GQBB05-02,2,ROW,OGI BB-005 (GI-DCM-TOC) Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1010374.72,206989.42,Queens,Combined,BB-005,East River / Open Waters,4023450001,0,402,26,30,10,5,50,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.87688776764752 40.673518843480785),100292,1843a,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROWB,Constructed (Full Maintenance),1018400.21,184681.48,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3040230036,0,305,42,54,12,4.5,54,Type A - Stone Columns,No Tree,N/A,53320022-04,3,Right of Way (ROW),Constructed
POINT (-73.92826391592604 40.662456509376895),182761,IB2074-1a,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1004152.24,180635.31,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3045940041,0,317,41,58,10,6,60,Standard,No Tree,N/A,GKCI05-2A,1,Right of Way (ROW),Constructed
POINT (-73.91800711644166 40.73671421460938),141755,6226F,GQBB09-01,1,ROW,DDC BB Cluster (BB-009),ROWB,Constructed (Full Maintenance),1006972.531,207692.086,Queens,Combined,BB-009,Newtown Creek,4022980027,0,402,26,37,11,4,44,Standard,No Tree,N/A,GQBB09-01,Stage-2,Right of Way (ROW),Constructed
POINT (-73.91583279795178 40.68116900241704),156988,120c,GKNC15-02,2,ROW,EDC NCB-015 (English Kills) Phase 2,ROWB,Constructed (Full Maintenance),1007594.54,187455.87,Brooklyn,Combined,NCB-015,Newtown Creek,3015200116,0,316,41,55,15,5,75,Type C - SW Chamber,No Tree,N/A,GKNC15-02,Phase-2-Stage-1,Right of Way (ROW),Constructed
POINT (-73.90659141977325 40.64248676623128),174937,6023A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROWB,In Construction,1010172.7473,173365.4525,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081600001,0,318,46,58,12,4.5,54,Standard,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.93036310068211 40.6526464961098),176448,IB4007c,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1003572.69,177060.78,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3046760053,0,317,41,58,10,6,60,Standard,,,GKCI05-2A,2,Right of Way (ROW),Constructed
POINT (-73.83030415948254 40.680013439737344),95117,857A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWB,Constructed (Full Maintenance),1031317.48,187069.24,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095470043,0,410,28,24,18,4,72,Standard,No Tree,N/A,GCJA03-2B,Package-2,Right of Way (ROW),Constructed
POINT (-73.73409749063038 40.70491363534251),103675,1212A,CSO-PLANYC,1,ROW,South East Queens Demonstration Area 1,ROWB,Constructed (Full Maintenance),1057974.1206,196207.4184,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,4112210072,0,413,27,33,13,4,52,Type A - Stone Columns,No Tree,N/A,,,Right of Way (ROW),Constructed
POINT (-73.81443233732857 40.6696439777606),121584,3085b,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROWB,Constructed (Full Maintenance),1035727.7456,183300.2842,Queens,Combined,JAM-003a,Jamaica Bay and Tributaries,4117830001,0,410,28,31,13,4.5,58.5,Standard,Zelkova serrata 'Halka',Halka Zelkova,GCJA03-3B,3,Right of Way (ROW),Constructed
POINT (-73.82406194201904 40.72832582812262),187783,IB840b,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1033013.49,204674.27,Queens,Combined,TI-010,Flushing Creek,4066170062,0,408,24,0,10,4.5,45,Standard,No Tree,N/A,GCTI10-4A,Package-1,Right of Way (ROW),Constructed
POINT (-73.9276642600579 40.6584571533062),185290,IB3005c,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1004319.81,179178.37,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3046230005,0,317,41,0,15,4.5,67.5,Type C - SW Chamber,,,GKCI05-2A,2,Right of Way (ROW),Constructed
POINT (-73.80435436005848 40.765005681561384),107739,2158b,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROWB,Constructed (Full Maintenance),1038445.84337,218049.46815,Queens,Combined,TI-010,Flushing Creek,4052800060,4052800057,407,19,40,17,4,68,Standard,Prunus 'Okame',Okame Cherry,GCTI10-1B,Package-2,Right of Way (ROW),Constructed
POINT (-73.84595845581234 40.68615362305565),114507,2528A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1026971.616,189298.26,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4090700060,0,409,32,38,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,53320022-05,5,Right of Way (ROW),Constructed
POINT (-73.88190607735768 40.65655422287962),100686,2247a,GK26W4-01,1,ROW,EDC 26W-004,ROWB,Constructed (Full Maintenance),1017016.51,178498.88,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,3043970001,0,305,42,60,10,6,60,Standard,No Tree,N/A,53320022-04,4,Right of Way (ROW),Constructed
POINT (-73.84142502097853 40.68751944843335),95542,1155A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWB,Constructed (Full Maintenance),1028228.0089,189798.1125,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4093820030,0,409,29,38,12,5,60,Standard,No Tree,N/A,GCJA03-2B,Package-2,Right of Way (ROW),Constructed
POINT (-73.91180122999894 40.64420285598287),185481,IB4152B,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1008726.292,173989.1717,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3079670040,0,318,42,0,20,6,120,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,3,Right of Way (ROW),In Construction
POINT (-73.74720197362039 40.69963463505161),103549,1001C,CSO-PLANYC,1,ROW,South East Queens Demonstration Area 1,ROWB,Constructed (Full Maintenance),1054346.3329,194273.3716,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,4110490001,0,413,27,33,20,5,100,Standard,No Tree,N/A,,,Right of Way (ROW),Constructed
POINT (-73.96531661281143 40.69545509356301),130950,3-188a,GKNC14-07,3,ROW,DDC NCB-014,ROWB,Constructed (Full Maintenance),993867.6937,192651.3989,Brooklyn,Combined,NCB-014,East River / Open Waters,3018920030,3018920031,302,35,57,18,5,90,Standard,Acer rubrum,Red Maple,GNCB14-1A,Package-2,Right of Way (ROW),Constructed
POINT (-73.88783981716897 40.85791283487849),111143,49C,GXHP04-04,1,ROW,EDC HP-004,ROWRG,Constructed (Full Maintenance),1015276.1941,251858.1993,Bronx,Combined,HP-004,Bronx River,2030580080,0,206,15,78,11,5,55,,No Tree,N/A,GXHP02-02_GXHP04-04,1,Right of Way (ROW),Constructed
POINT (-73.87258408781254 40.6854988193505),112549,1080D,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1019587.662,189047.833,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041190013,0,305,37,54,14,5,70,Type C - SW Chamber,No Tree,N/A,53320022-02,2,Right of Way (ROW),Constructed
POINT (-73.77938181381529 40.73377965123551),183992,IB243B,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1045392.133,206689.2928,Queens,Combined,TI-010,Flushing Creek,4071790012,0,408,23,25,15,4.5,67.5,Standard,No Tree,N/A,GCTI10-02,Package-1,Right of Way (ROW),Constructed
POINT (-73.95146079210294 40.70573642982341),183110,2-IB700a,GKNC14-06,2,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),997707.8331,196399.0202,Brooklyn,Combined,NCB-014,East River / Open Waters,3022210028,0,301,33,50,16,5,80,Standard,No Tree,N/A,GNCB14-2A,Package_3,Right of Way (ROW),Constructed
POINT (-73.85903403092746 40.691863867712506),113072,1324A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1023341.914,191372.56,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4089190043,0,409,32,38,13,4,52,Type C - SW Chamber,No Tree,N/A,53320022-02,1,Right of Way (ROW),Constructed
POINT (-73.8813844581708 40.74294322165279),152206,144b,OGI-DESIGN-3,1,ROW,OGI Design Area 3 (BB-008),ROWB,Constructed (Full Maintenance),1017118.62,209973.13,Queens,Combined,BB-008,Flushing Bay,4015187502,0,404,25,39,13,4.5,58.5,Type A - Stone Columns,Koelreuteria paniculata,Panicled Goldenraintree,GQBB08-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.81241769637523 40.67264507686929),121439,2327a,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROWB,Constructed (Full Maintenance),1036284.2786,184394.8577,Queens,Combined,JAM-003a,Jamaica Bay and Tributaries,4117640031,0,410,28,31,20,5,100,Standard,No Tree,N/A,GCJA03-3B,2,Right of Way (ROW),Constructed
POINT (-73.90454755616665 40.6458378349855),175214,6110C,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROWB,In Construction,1010738.6299,174586.949,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081640047,0,318,46,58,10,5.5,55,Standard,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.85723377155527 40.73147925154901),125402,4323b,GQBB06-01,1,ROW,DPR BB-006 Phase 1,ROWB,Constructed (Full Maintenance),1023817.62865,205806.43396,Queens,Combined,BB-006,Flushing Bay,4020990040,0,406,24,35,15,5,75,Standard,Quercus bicolor,Swamp White Oak,GQBB06-01,4,Right of Way (ROW),Constructed
POINT (-73.98206236913204 40.7318041744144),189195,14A,HWMBRT6,OA,Onsite,1st Ave & 2nd Ave SBS Station,Rain Garden,Constructed (Full Maintenance),989221.38836,205893.07874,Manhattan,Combined,NCM-052,East River / Open Waters,1009720001,0,106,4,0,38.5,7.58,387.35,,Quercus palustris,Pin Oak,HWMBRT6,1,Right of Way (ROW),Constructed
POINT (-73.85666638473016 40.744243792699464),154801,1107b,OGI-DESIGN-3,1,ROW,OGI Design Area 3 (BB-008),ROWB,Constructed (Full Maintenance),1023967.27,210457.21,Queens,Combined,BB-008,Flushing Bay,4019940042,0,404,21,39,10,5,50,Type A - Stone Columns,No Tree,N/A,GCJAM-01,Work-Order-4,Right of Way (ROW),Constructed
POINT (-73.93072561376344 40.70585581004279),119007,172b,GKNC15-02,4,ROW,EDC NCB-015 (English Kills) Phase 4,ROWB,Constructed (Full Maintenance),1003456.77,196446.38,Brooklyn,Combined,NCB-015,Newtown Creek,3030030018,0,301,34,53,20,5,100,Standard,Other (See notes),N/A,GKNC15-02,Phase-4-Stage-1,Right of Way (ROW),Constructed
POINT (-73.86086183376929 40.69018868438545),113021,1285C,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1022836.0073,190761.4317,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4089170065,0,409,32,38,10,5,50,Standard,Taxodium distichum,Common Baldcypress,53320022-02,1,Right of Way (ROW),Constructed
POINT (-73.79040963137761 40.74663816848499),140944,IB2038C,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1042324.68,211366.54,Queens,Combined,TI-010,Flushing Creek,4056230083,0,411,20,25,14,5,70,Standard,No Tree,N/A,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.85148574670335 40.69495769091748),113474,1537A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1025433.25,192503.188,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4088820017,0,409,32,38,13,5.5,71.5,Type A - Stone Columns,No Tree,N/A,53320022-02,3,Right of Way (ROW),Constructed
POINT (-73.91193663521146 40.67078251726081),132855,297D,GK26W3-03,1,ROW,EDC 26W-003 (Fresh Creek) Phase 1,ROWB,Constructed (Full Maintenance),1008678.98,183672.84,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3034990017,0,316,41,55,20,5,100,Type A - Stone Columns,Liquidambar styraciflua,Sweetgum,GK26W3-03,2,Right of Way (ROW),Constructed
POINT (-73.87352626600781 40.680710800537774),113727,1743A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1019328.876,187303.042,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041580007,0,305,37,54,16,6,96,Type C - SW Chamber,No Tree,N/A,53320022-05,4,Right of Way (ROW),Constructed
POINT (-73.73268439760535 40.70395287181979),103617,1178B,CSO-PLANYC,1,ROW,South East Queens Demonstration Area 1,ROWB,Constructed (Full Maintenance),1058366.9816,195858.5775,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,4112220004,0,413,27,33,13,4,52,Standard,Prunus x hillieri 'Spires',Spire Cherry,,,Right of Way (ROW),Constructed
POINT (-73.83805248039006 40.68032362248884),171138,IB1171A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1029168.17,187178.18,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095230049,4095230051,410,28,23,13,4,52,Standard,No Tree,N/A,GCJA03-2B,Package-2,Right of Way (ROW),Constructed
POINT (-73.83163990648674 40.691665993180045),94806,663D,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWB,Constructed (Full Maintenance),1030938.833,191313.8814,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4093990026,4093990025,409,29,24,11.5,4,46,Standard,Acer truncatum 'Norwegian Sunset',Norwegian Sunset Maple,GCJA03-2B,Package-1,Right of Way (ROW),Constructed
POINT (-73.79231224076969 40.720363293279206),138716,399I,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROWB,Constructed (Full Maintenance),1041820.19,201792.55,Queens,Combined,TI-010,Flushing Creek,4070210001,0,408,24,25,12,4,48,Type A - Stone Columns,No Tree,N/A,GCTI10-03,Package-1,Right of Way (ROW),Constructed
POINT (-73.82751190886823 40.74541332358089),147751,2077-1a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROWB,Constructed (Full Maintenance),1032045.03,210897.87,Queens,Combined,TI-010,Flushing Creek,4063730024,4063730025,407,20,25,12,4.5,54,Standard,Ginkgo biloba 'Autumn Gold',Autumn Gold Ginkgo Tree,GCTI10-4A,Package-2,Right of Way (ROW),Constructed
POINT (-73.98934724347077 40.60652856269056),189416,PP6121,GKOH15-04,4,ROW,DDC OH15 Phase 4,ROW Porous Concrete,90% Design Submitted,987207.9465,160251.2834,Brooklyn,Combined,OH-015,East River / Open Waters,3062640023,0,311,43,0,113,2,226,,,,GKOH15-04,1,Right of Way (ROW),
POINT (-73.91080133065635 40.64110004179057),185507,4121F,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROWB,In Construction,1009004.928,172859.0136,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3079910050,0,318,46,0,11,4,44,Type A - Stone Columns,No Tree,N/A,GKCI05-3A,3,Right of Way (ROW),In Construction
